"data_pesquisa","lote","consulta","rank","titulo","url","resumo","status"
"2026-07-02T11:56:03","VALTRA 4","Valtra Q5 hydraulic schematic PDF","10","olx.com.brhttps://www.olx.com.br â€º anuncios â€º trator-valtra","https://www.bing.com/ck/a?!&&p=f914aa8d9033208045212242fcd368d890512f657c0efd67f80540bb9fc8bf87JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=019d49ac-aacf-6f70-2285-5e26ab926e56&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3ItdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","1","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=565bbfebb6c77257176611c5bef9781f49b7a8c7aaf7d2c49efc3b1a27200ae2JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","2","valtra.com.brhttps://www.valtra.com.br â€º produtos â€º tratores","https://www.bing.com/ck/a?!&&p=7125043eda20cf1b9e6e503c893fb59f281d340c26132c16701528b529489c08JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici9wcm9kdXRvcy90cmF0b3Jlcy5odG1s&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","3","agcocorp.comhttps://www.agcocorp.com â€º br â€º pt â€º home â€º brands-and-solutions â€º valtra.html","https://www.bing.com/ck/a?!&&p=b0296196049032fc2313c9f19e9d7743392e6389815c8dd90ed83b9f876429c2JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly93d3cuYWdjb2NvcnAuY29tL2JyL3B0L2hvbWUvYnJhbmRzLWFuZC1zb2x1dGlvbnMvdmFsdHJhLmh0bWw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","4","olx.com.brhttps://www.olx.com.br â€º anuncios â€º tratores-agricolas-valtra","https://www.bing.com/ck/a?!&&p=fd248991127bebdc43a88f3e75ae8682f20a713a5cfb65d57369b8f7a89511f0JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3Jlcy1hZ3JpY29sYXMtdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","5","agromobvaltra.com.brhttps://agromobvaltra.com.br","https://www.bing.com/ck/a?!&&p=6ae8a0a7e429bfcbe0c23917a5fbf6d0ffe656e54006ce1a5b0d0dde34b04607JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly9hZ3JvbW9idmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","6","valtra.comhttps://www.valtra.com","https://www.bing.com/ck/a?!&&p=1617057605d0cdef4f8a078b340abd4e76bd6af49a126d079d987cc263001d49JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","7","wikipedia.orghttps://pt.wikipedia.org â€º wiki â€º Valtra","https://www.bing.com/ck/a?!&&p=2ddb6c1534b521e9e45c1c65d648c1b11814e09a60c2172f2dc7c1eef33a44d6JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly9wdC53aWtpcGVkaWEub3JnL3dpa2kvVmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","8","valtra.pthttps://www.valtra.pt","https://www.bing.com/ck/a?!&&p=72c65aabd9d399f4e888cfe08647dfc51b771081d3b5f21bd1b98236dc8ec06aJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly93d3cudmFsdHJhLnB0Lw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","9","mfrural.com.brhttps://www.mfrural.com.br â€º busca â€º trator-valtra","https://www.bing.com/ck/a?!&&p=372b13601ef6d8bdd202e4d85aff4da4810ab2bd1ba9eecb7643dc85d916849fJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly93d3cubWZydXJhbC5jb20uYnIvYnVzY2EvdHJhdG9yLXZhbHRyYQ&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:04","VALTRA 4","Valtra S346 S376 S416 operator manual PDF","10","olx.com.brhttps://www.olx.com.br â€º anuncios â€º trator-valtra","https://www.bing.com/ck/a?!&&p=5370e38d306146ef8e22544673041da347035c6f2f81ac31f5b03cefd3942a4fJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=2e6a8981-b815-62a7-2b66-9e0bb9fb63bd&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3ItdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","1","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=6991bce3f9e676f198dcddf8784424969c120f6e35f4762a190b1d3eb1aa367bJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","2","valtra.com.brhttps://www.valtra.com.br â€º produtos â€º tratores","https://www.bing.com/ck/a?!&&p=dfb08f1c4a5de5ae9930e826d4b545d895236592fb6926612d5ad442786223eeJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici9wcm9kdXRvcy90cmF0b3Jlcy5odG1s&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","3","agcocorp.comhttps://www.agcocorp.com â€º br â€º pt â€º home â€º brands-and-solutions â€º valtra.html","https://www.bing.com/ck/a?!&&p=118f72d3ca296265c1633bd18a6f1f91e698f6dae35fff5dda00f50f0670ded0JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly93d3cuYWdjb2NvcnAuY29tL2JyL3B0L2hvbWUvYnJhbmRzLWFuZC1zb2x1dGlvbnMvdmFsdHJhLmh0bWw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","4","olx.com.brhttps://www.olx.com.br â€º anuncios â€º tratores-agricolas-valtra","https://www.bing.com/ck/a?!&&p=f0c753fc41c8f066aa7ec77291468844ca0f6d6b8f56428c5d5a18e21bd0d054JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3Jlcy1hZ3JpY29sYXMtdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","5","agromobvaltra.com.brhttps://agromobvaltra.com.br","https://www.bing.com/ck/a?!&&p=b3cc3028bc671afe39214aa278eb1de39bb205055df96e1a666caf6611807780JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly9hZ3JvbW9idmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","6","valtra.comhttps://www.valtra.com","https://www.bing.com/ck/a?!&&p=bd7f2e80ccc1ac0c2145afd92218895f12d42192dd45e68eeb1bd45a103eb73bJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","7","wikipedia.orghttps://pt.wikipedia.org â€º wiki â€º Valtra","https://www.bing.com/ck/a?!&&p=5a6ee19d72cf8928b65447ad5bd1ae8d31c5013b02f0a6c384969045a9790b7cJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly9wdC53aWtpcGVkaWEub3JnL3dpa2kvVmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","8","valtra.pthttps://www.valtra.pt","https://www.bing.com/ck/a?!&&p=1c6763df05e03ad3bf541b79783ae0c63be4c7a16ced9bf3131071d438e87dc0JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly93d3cudmFsdHJhLnB0Lw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","9","mfrural.com.brhttps://www.mfrural.com.br â€º busca â€º trator-valtra","https://www.bing.com/ck/a?!&&p=420c332f2a9d59aa9abe85b9ec0bb912348723454eea3a4aba5ae53d399048f3JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly93d3cubWZydXJhbC5jb20uYnIvYnVzY2EvdHJhdG9yLXZhbHRyYQ&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:05","VALTRA 4","Valtra S346 S376 S416 parts catalog PDF","10","olx.com.brhttps://www.olx.com.br â€º anuncios â€º trator-valtra","https://www.bing.com/ck/a?!&&p=acbae8d1975399dd5e3a454ff0c45d83e09a473561cad2817bc44ee4a7972929JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=32825d0e-1ebf-61b8-2188-4a841f1660c6&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3ItdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","1","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=c8b908ea4ca6ff145843bd219a53d68cb080628a51062c836e0331704edd6688JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","2","valtra.com.brhttps://www.valtra.com.br â€º produtos â€º tratores","https://www.bing.com/ck/a?!&&p=5233c09532836a849658b5db570a594b7982d6677cb548f4576128b1a971aed8JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici9wcm9kdXRvcy90cmF0b3Jlcy5odG1s&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","3","agcocorp.comhttps://www.agcocorp.com â€º br â€º pt â€º home â€º brands-and-solutions â€º valtra.html","https://www.bing.com/ck/a?!&&p=8a10c9589c4f21a7aa270ca6e16c05a84b277045498a7e65ad4b680a4b91b43aJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly93d3cuYWdjb2NvcnAuY29tL2JyL3B0L2hvbWUvYnJhbmRzLWFuZC1zb2x1dGlvbnMvdmFsdHJhLmh0bWw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","4","olx.com.brhttps://www.olx.com.br â€º anuncios â€º tratores-agricolas-valtra","https://www.bing.com/ck/a?!&&p=27dc47eb0c11010c67bb1d27e8f15569b2b438838032a7465075ab8ec23ef2a7JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3Jlcy1hZ3JpY29sYXMtdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","5","agromobvaltra.com.brhttps://agromobvaltra.com.br","https://www.bing.com/ck/a?!&&p=d75ea3f7995445c5faa861d8d4223629d427334b50fc9306c7d4ad9ce5ac9a10JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly9hZ3JvbW9idmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","6","valtra.comhttps://www.valtra.com","https://www.bing.com/ck/a?!&&p=21c8e2beda6eb77856c0563c258a8aa5f3fc405217e1688c0fdf6d2234cbca3fJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","7","wikipedia.orghttps://pt.wikipedia.org â€º wiki â€º Valtra","https://www.bing.com/ck/a?!&&p=6d3ecb5095dd19a5f0ee01cf5626da65ddb71ba910a421c3a54343ef8ede81b4JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly9wdC53aWtpcGVkaWEub3JnL3dpa2kvVmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","8","valtra.pthttps://www.valtra.pt","https://www.bing.com/ck/a?!&&p=e56a9a26da164eeace5289931f0cef49d9debf15b986cd29e013c84222891020JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly93d3cudmFsdHJhLnB0Lw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","9","mfrural.com.brhttps://www.mfrural.com.br â€º busca â€º trator-valtra","https://www.bing.com/ck/a?!&&p=21eaccf8d88502e299a9790f8053fcacf1c3351a49308642bd5698f60ad4669dJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly93d3cubWZydXJhbC5jb20uYnIvYnVzY2EvdHJhdG9yLXZhbHRyYQ&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:06","VALTRA 4","Valtra S346 S376 S416 workshop service manual PDF","10","olx.com.brhttps://www.olx.com.br â€º anuncios â€º trator-valtra","https://www.bing.com/ck/a?!&&p=8aa9a85f7cc9163447b6a4051b65ea0ce271784d6324b5aae3849f56d1e3e036JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=055f47a8-b78b-697b-30d8-5022b6f6682e&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3ItdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","1","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=99c3e5376fb6edfc57040d7453213ab57511ee04e37925ff8e8c77640f25d4deJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","2","valtra.com.brhttps://www.valtra.com.br â€º produtos â€º tratores","https://www.bing.com/ck/a?!&&p=02d230ec20f2dd83cf80886506feb5f6616f420c7ed9f376b9cce1dca5252e3fJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici9wcm9kdXRvcy90cmF0b3Jlcy5odG1s&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","3","agcocorp.comhttps://www.agcocorp.com â€º br â€º pt â€º home â€º brands-and-solutions â€º valtra.html","https://www.bing.com/ck/a?!&&p=fbc162d52fda952c09469cd3253f5a6ba34d07ebaebaa1f62d794279553015a9JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly93d3cuYWdjb2NvcnAuY29tL2JyL3B0L2hvbWUvYnJhbmRzLWFuZC1zb2x1dGlvbnMvdmFsdHJhLmh0bWw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","4","olx.com.brhttps://www.olx.com.br â€º anuncios â€º tratores-agricolas-valtra","https://www.bing.com/ck/a?!&&p=a9fdef714129824323e6e9c11b3674b28024608a24c3302e717a7823f99e6531JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3Jlcy1hZ3JpY29sYXMtdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","5","agromobvaltra.com.brhttps://agromobvaltra.com.br","https://www.bing.com/ck/a?!&&p=0d27fd93d4d2570c8ce49487d824485d541b52841455ef2cab8426226d8613f5JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly9hZ3JvbW9idmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","6","valtra.comhttps://www.valtra.com","https://www.bing.com/ck/a?!&&p=44c35021e04b147f65ef4b4e4f01c5f4c391cefb69a88784c03ff25401505d79JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","7","wikipedia.orghttps://pt.wikipedia.org â€º wiki â€º Valtra","https://www.bing.com/ck/a?!&&p=2f40eada83aa546de42ec0cbca6dd655a0db4183106536c12a1bf771071a6c86JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly9wdC53aWtpcGVkaWEub3JnL3dpa2kvVmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","8","valtra.pthttps://www.valtra.pt","https://www.bing.com/ck/a?!&&p=2f1a3d0da9199c8d0b2d027ad2a3fa28f287be5982e696baf62c8a8ea0d4effaJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly93d3cudmFsdHJhLnB0Lw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","9","mfrural.com.brhttps://www.mfrural.com.br â€º busca â€º trator-valtra","https://www.bing.com/ck/a?!&&p=d6adf6cf29e490c8a8bf3111109e2887d9961005d1cfc54274be61f13982fcebJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly93d3cubWZydXJhbC5jb20uYnIvYnVzY2EvdHJhdG9yLXZhbHRyYQ&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:07","VALTRA 4","Valtra S6 electrical schematic diagnostic fault codes PDF","10","olx.com.brhttps://www.olx.com.br â€º anuncios â€º trator-valtra","https://www.bing.com/ck/a?!&&p=22641a7193f2c832cbf2f2b01487e06600a7b1a6425633098569e45396c6494cJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=28a6868d-95a8-65c7-2672-910794ad6413&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3ItdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:08","VALTRA 4","Valtra S6 hydraulic schematic PDF","1","valtra.com.brhttps://www.valtra.com.br","https://www.bing.com/ck/a?!&&p=f2a05557b5bfc988e772c387bcc39f045bc48396f92482aceea52e9670d67606JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=10377278-2dc8-678a-0b20-65f22c8466b2&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:08","VALTRA 4","Valtra S6 hydraulic schematic PDF","2","valtra.com.brhttps://www.valtra.com.br â€º produtos â€º tratores","https://www.bing.com/ck/a?!&&p=bb454962dea2d93f1b9cbd2a394d4fced14ec371fd9ea439998190241633a617JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=10377278-2dc8-678a-0b20-65f22c8466b2&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS5ici9wcm9kdXRvcy90cmF0b3Jlcy5odG1s&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:08","VALTRA 4","Valtra S6 hydraulic schematic PDF","3","agcocorp.comhttps://www.agcocorp.com â€º br â€º pt â€º home â€º brands-and-solutions â€º valtra.html","https://www.bing.com/ck/a?!&&p=2ae9dab2bf871b28a2360be532bafa8e2954b55e696af6e24d26aa4bbc8aeed6JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=10377278-2dc8-678a-0b20-65f22c8466b2&u=a1aHR0cHM6Ly93d3cuYWdjb2NvcnAuY29tL2JyL3B0L2hvbWUvYnJhbmRzLWFuZC1zb2x1dGlvbnMvdmFsdHJhLmh0bWw&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:08","VALTRA 4","Valtra S6 hydraulic schematic PDF","4","olx.com.brhttps://www.olx.com.br â€º anuncios â€º tratores-agricolas-valtra","https://www.bing.com/ck/a?!&&p=1b451c51471512b0054c1a2d9adcc5891887e3d9d243c3b14d75ca87244190a3JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=10377278-2dc8-678a-0b20-65f22c8466b2&u=a1aHR0cHM6Ly93d3cub2x4LmNvbS5ici9hbnVuY2lvcy90cmF0b3Jlcy1hZ3JpY29sYXMtdmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:08","VALTRA 4","Valtra S6 hydraulic schematic PDF","5","agromobvaltra.com.brhttps://agromobvaltra.com.br","https://www.bing.com/ck/a?!&&p=1dbc9b70f3c5dcfd817e193c10e9f01d610ac911b708ebc98c4c94ded6084a40JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=10377278-2dc8-678a-0b20-65f22c8466b2&u=a1aHR0cHM6Ly9hZ3JvbW9idmFsdHJhLmNvbS5ici8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:08","VALTRA 4","Valtra S6 hydraulic schematic PDF","6","valtra.comhttps://www.valtra.com","https://www.bing.com/ck/a?!&&p=813424a31b2f501b139c3f484e1704b22b05465f4da1c2b05368388ca342e71eJmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=10377278-2dc8-678a-0b20-65f22c8466b2&u=a1aHR0cHM6Ly93d3cudmFsdHJhLmNvbS8&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:08","VALTRA 4","Valtra S6 hydraulic schematic PDF","7","wikipedia.orghttps://pt.wikipedia.org â€º wiki â€º Valtra","https://www.bing.com/ck/a?!&&p=5211889566694eea74c91014c59b49fe89e7322acd5a072227efcea504eb6cb9JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=10377278-2dc8-678a-0b20-65f22c8466b2&u=a1aHR0cHM6Ly9wdC53aWtpcGVkaWEub3JnL3dpa2kvVmFsdHJh&ntb=1","","candidato_nao_validado"
"2026-07-02T11:56:08","VALTRA 4","Valtra S6 hydraulic schematic PDF","8","valtra.pthttps://www.valtra.pt","https://www.bing.com/ck/a?!&&p=7274a73522401ed74bef53443a6a58bfa80c277b59e26374485fb5aa2e6a0008JmltdHM9MTc4Mjk1MDQwMA&ptn=3&ver=2&hsh=4&fclid=10377278-2dc8-678a-0b20-65f22c8466b2&u=a1aHR0cHM6Ly93d3cudmFsdHJhLnB0Lw&ntb=1","","candidato_nao_validado"
